ticker,shortName,sector,industry,recommendationMean,numberOfAnalystOpinions,overallRisk,beta,previousClose,trailingEps,forwardEps,trailingPE,forwardPE,pegRatio,bookValue,priceToBook,enterpriseToRevenue,enterpriseToEbitda,ebitdaMargins,profitMargins,earningsGrowth,revenueGrowth,dividendYield,payoutRatio,fiveYearAvgDividendYield,enterpriseValue,freeCashflow,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio
VEL,"Velocity Financial, Inc.",Financial Services,Mortgage Finance,2.2,4,2,0.898335,13.33,1.19,1.53,11.20168,8.712419,,12.269,1.0864781,37.048,,0.0,0.39650002,0.142,0.064,,0.0,,3856852480,,851.481,0.011390001,0.10847,11.663,11.785
VEON,VEON Ltd.,Communication Services,Telecom Services,3.0,,,1.518531,16.59,6.55,0.38,2.5328243,43.657894,,9.995,1.65983,1.227,3.051,0.40207002,0.08771,,-0.087,,0.0,,4502562304,552374976,687.037,0.04004,0.49033,0.406,1.035
VERA,"Vera Therapeutics, Inc.",Healthcare,Biotechnology,2.1,6,7,0.328448,17.2,-3.25,-2.52,,-6.8531747,,3.171,5.446232,,,0.0,0.0,,,,0.0,,611348992,-53068876,21.415,-0.40721,-0.81937,6.746,7.103
VERB,"Verb Technology Company, Inc.",Technology,Software—Application,2.0,1,,,1.05,-13.76,-3.15,,-0.3238095,,1.77,0.5762712,,,0.0,0.0,,,,0.0,,4139706,,,,,,
VERBW,"Verb Technology Company, Inc.",,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,
VERI,"Veritone, Inc.",Technology,Software—Infrastructure,3.4,6,10,3.117076,2.62,-0.7,-0.16,,-16.125,0.17,1.058,2.4385633,1.266,-3.936,-0.32178003,-0.33330002,,-0.183,,0.0,,176429360,-24797250,364.039,-0.106680006,-0.84986,0.822,0.945
VERO,Venus Concept Inc.,Healthcare,Medical Devices,1.7,2,,0.973152,1.97,-10.07,-2.97,,-0.64164984,,-0.164,,0.945,-2.832,-0.33353,-0.47786,,-0.222,,0.0,,88443840,-11481125,,-0.17297001,-2.68346,1.29,2.147
VERU,Veru Inc.,Healthcare,Biotechnology,2.0,3,9,-0.137859,1.08,-1.77,-0.57,,-1.850351,-0.01,0.385,2.7394807,6.696,-0.785,0.0,0.0,,-0.652,,0.0,,100601424,-62848496,45.658,-0.68061996,-1.45904,0.769,1.561
VERV,"Verve Therapeutics, Inc.",Healthcare,Biotechnology,2.0,11,8,1.607179,15.02,-3.12,-3.69,,-3.9647696,,7.496,1.9517076,105.274,-2.802,0.0,0.0,,,,0.0,,572482368,-117594496,16.737,-0.28521,-0.50484,14.065,14.322
VERX,"Vertex, Inc.",Technology,Software—Application,2.3,10,,0.514068,20.5,-0.19,0.48,,42.6875,4.36,1.487,13.779422,5.502,-1487.99,-0.0037,-0.05941,,0.171,,0.0,,2914972416,23595124,31.376,-0.0110599995,-0.14105,0.423,0.544
VERY,"Vericity, Inc.",Financial Services,Insurance—Life,,,,,7.0,-1.12,,,,,7.485,0.90313965,,,0.0,0.0,,,,0.0,,103076312,,,,,,
VET,Vermilion Energy Inc.,Energy,Oil & Gas E&P,2.0,1,5,2.922636,14.16,6.37,2.62,2.2872841,5.561069,0.3,23.269,0.62615496,1.148,1.326,0.86575997,0.41794,-0.645,-0.453,0.021300001,0.0382,,3226235904,689574144,24.972,0.16337,0.36119998,0.389,0.854
VEV,Vicinity Motor Corp.,Consumer Cyclical,Auto Manufacturers,2.0,1,,,1.1,-0.45,0.16,,6.5625,,0.823,1.2758201,,,0.0,0.0,,,,0.0,,49321124,,,,,,
VFC,V.F. Corporation,Consumer Cyclical,Apparel Manufacturing,2.6,19,3,1.494284,20.43,0.31,2.36,65.53226,8.608051,1.08,6.993,2.905048,1.312,12.218,0.107370004,0.010240001,,-0.077,0.060100004,5.3666997,3.64,15003609088,399054368,289.519,0.04447,0.03859,0.53,1.366
VFF,"Village Farms International, In",Consumer Defensive,Farm Products,2.3,6,8,,0.8203,-1.07,-0.07,,-11.997143,,2.957,0.28400406,0.483,-8.283,-0.05836,-0.23403999,,-0.069,,0.0,,136509440,-13163875,19.998,-0.03778,-0.18270001,0.953,2.183
VFL,3404,Financial Services,Asset Management,,,,0.394873,9.62,-1.26,,,,,11.785,0.81544334,14.288,,0.0,-1.74657,,1.187,0.0402,,4.52,217114384,3924092,68.417,0.015319999,-0.12362,0.357,0.357
VFS,VinFast Auto Ltd. Ordinary Shar,,,,,,,30.11,,,,,,,,,,-2.9665701,0.0,,-0.492,,0.0,,72650989568,,,,,0.055,0.528
VFSWW,VinFast Auto Ltd. Warrant,Consumer Cyclical,Auto Manufacturers,,,,,0.82,,,,,,,,,,-2.9665701,0.0,,-0.492,,,,,,,,,0.055,0.528
VGAS,"Verde Clean Fuels, Inc.",Utilities,Utilities—Renewable,,,,,4.92,0.39,,12.615385,,,0.118,41.694916,,,0.0,0.0,,,,0.0,,46044412,,,,,,
VGASW,,,,,,,,0.1831,,,,,,,,,,,,,,,,,,,,,,,
VGI,Virtus Global Multi-Sector Inco,Financial Services,Asset Management,,,,,7.51,-1.78,,,,,,,,,0.0,0.0,,,0.126,,11.92,,,,,,,
VGM,Invesco Trust for Investment Gr,Financial Services,Asset Management,,,,0.407343,9.41,-1.72,,,,,10.939,0.86022484,19.35,,0.0,-2.09236,,0.023,0.050100002,,5.2,858773888,18599044,64.21,0.02187,-0.14187999,3.1,3.1
VGR,Vector Group Ltd.,Consumer Defensive,Tobacco,1.5,2,5,1.033945,10.58,1.02,1.32,10.460785,8.083333,0.57,-5.112,,2.792,7.313,0.38185,0.17183,-0.033,-0.042,0.075100005,0.7921,9.48,2597550336,113514872,,0.21464,,1.666,2.127
VGZ,Vista Gold Corp,Basic Materials,Gold,2.0,1,,1.336681,0.4815,-0.06,-0.11,,-4.4190907,,0.065,7.4784617,,-7.705,0.0,0.0,,,,0.0,,52172804,-3755500,,-0.37840998,-0.64498,7.897,8.348
VHAQ,Viveon Health Acquisition Corp.,Financial Services,Shell Companies,,,,0.011419,11.07,-0.29,,,,,-1.8,,,,0.0,0.0,,,,0.0,,112220984,,,,,0.067,0.075
VHC,VirnetX Holding Corp,Technology,Software—Infrastructure,,,10,,0.4052,-0.52,1.83,,0.21185791,,0.927,0.41823086,-2861.578,1.322,0.0,0.0,,-0.941,,0.0,,-37200512,-14069625,,-0.14241,-0.36144,81.467,82.058
VHI,"Valhi, Inc.",Basic Materials,Chemicals,,1,7,1.479736,13.05,1.4,3.66,9.328572,3.568306,0.32,33.257,0.3926993,0.45,14.343,0.03135,0.00347,,-0.201,0.024400001,1.3333,2.98,880664832,-68475000,44.845,0.00153,0.01956,1.854,3.558
VHNA,Vahanna Tech Edge Acquisition I,Financial Services,Shell Companies,,,,,10.75,0.05,,214.0,,,-0.493,,,,0.0,0.0,,,,0.0,,269684960,,,,,0.048,0.073
VHNAW,Vahanna Tech Edge Acquisition I Corp. Warrants,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,
VIA,"Via Renewables, Inc.",Utilities,Utilities—Regulated Electric,3.0,,8,1.098025,8.87,-5.8,,,,,13.436,0.63188446,0.343,16.485,0.02078,-0.00483,0.811,-0.059,,,10.52,157418160,71918000,93.662,0.00123,-0.14158,1.67,2.239
VIAO,VIA optronics AG,Technology,Electronic Components,2.0,1,,1.003067,1.23,-0.42,-0.43,,-2.744186,,2.34,0.5042735,0.101,-11.833,-0.00849,-0.046680003,,0.186,,0.0,,21963812,,72.316,-0.028110001,-0.17198999,0.892,1.449
VIASP,"Via Renewables, Inc. - 8.75% Se",Utilities,Utilities—Regulated Electric,,,8,1.098025,18.25,1.17,,15.777778,,,13.436,1.3739208,0.409,19.659,0.02078,-0.00483,0.811,-0.059,0.1537,,9.93,187726192,71918000,93.662,0.00123,-0.14158,1.67,2.239
VIAV,Viavi Solutions Inc.,Technology,Communication Equipment,2.4,7,2,0.848631,9.88,0.19,0.77,52.07895,12.85065,1.19,3.068,3.2252283,2.172,14.658,0.14818,0.02305,,-0.214,,0.0,,2402400000,,105.052,,0.03767,,
VICI,VICI Properties Inc.,Real Estate,REIT—Diversified,1.8,20,2,0.953238,29.81,1.44,2.55,20.784721,11.737255,1.72,23.542,1.2713449,14.215,16.316,0.87122,0.64142996,,0.325,0.0519,0.6964,4.75,47522746368,-4746286080,72.46,0.04572,0.09442,64.217,64.225
VICR,Vicor Corporation,Technology,Electronic Components,2.0,3,10,1.344648,70.48,0.71,1.44,96.5845,47.621525,3.38,11.317,6.059468,7.078,47.407,0.14930001,0.09245,0.583,0.045,,0.0,,2924389888,-29652000,1.752,0.05345,0.08076999,5.356,7.579
VIEW,"View, Inc.",Industrials,Building Products & Equipment,3.0,,10,1.054125,11.19,-1.34,-18.77,,-0.59936064,,33.761,0.3332247,1.668,-0.779,-2.14077,-2.58327,,0.718,,0.0,,190831952,-122148624,167.643,-0.33580002,-1.21959,1.394,2.06
VIEWW,"View, Inc.",Industrials,Building Products & Equipment,,,10,1.054125,0.0134,-1.975,,,,,33.761,0.00039690765,,,-2.14077,-2.58327,,0.718,,,,,-122148624,167.643,-0.33580002,-1.21959,1.394,2.06
VIGL,"Vigil Neuroscience, Inc.",Healthcare,Biotechnology,1.6,7,,,6.07,-2.26,-2.36,,-2.5508475,,4.29,1.4032634,,-1.036,0.0,0.0,,,,0.0,,81797664,-41712752,9.237,-0.29699,-0.49875,18.387,19.067
VII,7GC & Co. Holdings Inc.,Financial Services,Shell Companies,,,,-0.006471,10.53,0.03,,351.0,,,-1.352,,,,0.0,0.0,,,,0.0,,114045208,1029663,,-0.01538,,0.133,0.155
VIIAW,7GC & Co. Holdings Inc.,,,,,,,0.0899,,,,,,,,,,,,,,,,,,,,,,,
VINC,"Vincerx Pharma, Inc.",Healthcare,Biotechnology,1.7,3,,0.261399,0.825,-2.33,-0.44,,-1.9147726,,1.129,0.7462356,,0.116,0.0,0.0,,,,0.0,,-6696030,-33983124,12.529,-0.58703,-1.13735,3.139,3.474
VINE,"Fresh Vine Wine, Inc.",Consumer Defensive,Beverages—Wineries & Distilleries,,,,,0.3235,-1.06,,,,,0.441,0.8321996,,,0.0,0.0,,,,0.0,,5135959,,,,,,
VINO,"Gaucho Group Holdings, Inc.",Real Estate,Real Estate—Diversified,,,,,0.4883,-11.07,,,,,2.954,0.15605958,,,0.0,0.0,,,,0.0,,2545420,,,,,,
VINP,Vinci Partners Investments Ltd.,Financial Services,Asset Management,2.0,4,,-0.055686,9.5,0.74,1.09,13.41892,9.110092,8.27,25.162,0.3946427,-1.29,-2.726,0.47347,0.58084,0.975,0.179,0.076,0.8218,,-560260864,,18.945,0.07698,0.18421,11.152,11.266
VIOT,"Viomi Technology Co., Ltd",Consumer Cyclical,"Furnishings, Fixtures & Appliances",3.0,,,0.935213,0.89,-0.55,0.84,,1.0595238,,20.725,0.042943303,-0.278,4.761,-0.05841,-0.08523,,-0.317,,0.0,,-899039616,-458235360,10.411,-0.05625,-0.18351999,1.306,1.88
VIPS,Vipshop Holdings Limited,Consumer Cyclical,Internet Retail,1.9,24,,0.528576,15.67,1.64,1.93,9.679878,8.225389,38.36,57.376,0.27668363,-0.061,-0.762,0.08031999,0.06697,0.963,0.091,,0.0,,-6457712640,,5.468,0.07742,0.21029,0.993,1.213
VIR,"Vir Biotechnology, Inc.",Healthcare,Biotechnology,1.9,8,6,0.127091,12.86,-1.07,-4.28,,-2.9975,-0.39,13.486,0.95130503,0.021,-0.041,-0.52163,-0.53384,,,,0.0,,10389975,-364874496,7.256,-0.0694,-0.13929,8.246,8.626
VIRC,Virco Manufacturing Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,1,,0.824038,4.59,1.27,1.07,3.5826774,4.2523365,,4.116,1.1054422,0.51,6.597,0.077360004,0.08631,,0.089,,0.0,,119387424,-3914000,68.349,0.055219997,0.36883998,0.248,1.576
VIRI,"Virios Therapeutics, Inc.",Healthcare,Biotechnology,3.0,1,,,1.02,-0.72,-0.32,,-3.21875,,0.4,2.5749998,,,0.0,0.0,,,,0.0,,18696998,,,,,,
VIRT,"Virtu Financial, Inc.",Financial Services,Capital Markets,2.6,7,9,0.251818,18.85,2.02,2.44,9.413366,7.793032,-3.27,13.564,1.4018725,-1.755,,0.0,0.08218,-0.795,-0.309,0.0509,0.6857,4.23,-3036782848,,294.359,0.02089,0.1574,1.146,1.146
VIRX,"Viracta Therapeutics, Inc.",Healthcare,Biotechnology,1.5,4,,,1.23,-1.3,-1.33,,-0.88345855,-0.01,1.451,0.8097863,,,0.0,0.0,,,,0.0,,47245452,,,,,,
VISL,"Vislink Technologies, Inc.",Technology,Communication Equipment,,1,,1.278836,4.8,-5.44,-2.4,,-2.0,-0.08,18.133,0.26471075,-0.376,0.953,-0.39501998,-0.43609002,,0.048,,0.0,,-10810154,-560125,3.37,-0.13984999,-0.25696,5.154,7.303
VIST,Vista Energy S.A.B. de C.V.,Energy,Oil & Gas E&P,1.8,6,,0.223087,25.27,3.39,5.05,7.59587,5.0990095,,10.728,2.4002612,2.464,3.839,0.64186996,0.28328,-0.511,-0.215,,0.0,,2896961024,-119829872,70.548,0.15247,0.39679,1.006,1.07
VITL,"Vital Farms, Inc.",Consumer Defensive,Farm Products,2.0,6,6,0.602281,12.0,0.23,0.56,53.673912,22.044643,,4.27,2.891101,0.897,12.283,0.07303,0.03839,31.189,0.284,,0.0,,383712128,268000,5.226,0.07028,0.099870004,2.39,3.324
VIV,Telefonica Brasil S.A.,Communication Services,Telecom Services,2.3,6,2,0.027758,8.51,0.51,0.7,16.656862,12.135715,0.71,41.399,0.2051982,0.539,1.796,0.30029,0.08991,0.483,0.076,0.026700001,0.8316,5.89,27134722048,2843778560,26.75,0.03836,0.06606,0.732,0.872
VIVK,"Vivakor, Inc.",Energy,Oil & Gas E&P,,,,0.311049,1.08,-1.19,,,,,0.903,1.1794021,1.516,-9.052,-0.16753,-0.4896,,,,0.0,,66196328,-894962,171.818,-0.10302,-0.73002,0.458,0.526
VJET,voxeljet AG,Technology,Computer Hardware,2.0,2,,1.440249,1.52,-1.89,-1.85,,-0.8216216,,2.33,0.6523605,0.828,-5.065,-0.16338,-0.47232,,0.296,,0.0,,24170780,-812375,102.07,-0.06967,-0.53739,1.58,3.142
VKI,9268,Financial Services,Asset Management,3.0,,,0.454104,8.2,-1.43,,,,,9.48,0.8660127,19.681,,0.0,-1.9794201,,0.013,0.0509,,5.31,634578048,13990660,67.528,0.022119999,-0.13758999,2.298,2.298
VKQ,Invesco Municipal Trust,Financial Services,Asset Management,,,,0.412192,9.2,-1.64,,,,,10.641,0.8631708,19.754,,0.0,-2.0609598,,0.012,0.0506,,5.22,866697216,20500236,63.082,0.02202,-0.13937001,1.953,1.953
VKTX,"Viking Therapeutics, Inc.",Healthcare,Biotechnology,1.5,10,8,0.536196,14.2,-0.94,-1.02,,-13.6029415,-0.41,3.86,3.5945597,,,0.0,0.0,,,,0.0,,1089920896,-34759876,0.366,-0.17337999,-0.26875,29.153,29.631
VLCN,"Volcon, Inc.",Consumer Cyclical,Auto Manufacturers,2.0,,,,0.459,-1.33,-0.99,,-0.45959598,,-0.783,,13.283,-1.535,0.0,0.0,,-0.781,,0.0,,35653268,-8208734,,-0.87623,,0.186,0.421
VLD,"Velo3D, Inc.",Technology,Computer Hardware,2.0,3,8,2.800392,1.35,0.21,-0.13,6.4047623,-10.346154,-0.26,0.562,2.3932385,2.499,-2.697,-0.92687,-1.11051,,0.279,,0.0,,252045376,-100356872,30.556,-0.26497,-0.76395,2.154,4.42
VLGEA,"Village Super Market, Inc.",Consumer Defensive,Grocery Stores,,,10,0.335988,23.78,3.23,,7.3622293,,,26.635,0.8928102,0.292,6.314,0.04618,0.02197,,0.054,0.0424,0.3096,4.19,624108480,45393124,99.919,0.04261,0.124189995,0.814,1.385
VLN,Valens Semiconductor Ltd.,Technology,Semiconductors,1.4,5,,0.217791,2.46,-0.28,0.01,,246.00002,-0.65,1.633,1.5064299,1.218,-4.81,-0.25327998,-0.23852,,0.075,,0.0,,115337944,-13274625,1.712,-0.08369,-0.13303,9.213,10.612
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,2.0,17,2,1.650155,130.94,35.12,14.24,3.8052392,9.384831,-0.26,73.207,1.8255085,0.36,3.103,0.116000004,0.07209,-0.533,-0.344,0.0308,0.1377,4.66,54630219776,6604000256,40.448,0.15031,0.44994,1.037,1.585
VLRS,Controladora Vuela Compania de ,Industrials,Airlines,1.9,11,,1.788422,10.1,-0.88,1.36,,7.367647,1.8,1.47,6.8163266,1.189,17.939,0.06625,-0.01535,,0.132,,0.0,,3686853120,-37168248,1830.957,0.01284,-0.2492,0.578,0.657
VLT,Invesco High Income Trust II,Financial Services,Asset Management,,,,0.753723,10.52,-1.17,,,,,11.579,0.90767765,15.093,,0.0,-1.16485,,0.143,0.1094,,9.05,98806616,1897400,40.603,0.03029,-0.092089996,0.153,0.167
VLY,Valley National Bancorp,Financial Services,Banks—Regional,2.3,10,1,1.152753,9.15,1.15,1.12,7.939131,8.151786,1.82,12.54,0.7280702,3.55,,0.0,0.32827,0.478,0.091,0.047399998,0.3548,4.2,6934674944,,,0.011039999,0.100360006,,
VLYPO,Valley National Bancorp - 5.5% ,Financial Services,Banks—Regional,,,1,1.152753,23.48,1.11,,21.054054,,,12.54,1.8636365,7.221,,0.0,0.32827,0.478,0.091,0.0792,,5.76,14107553792,,,0.011039999,0.100360006,,
VLYPP,Valley National Bancorp - 6.25%,Financial Services,Banks—Regional,,,1,1.152753,20.25,1.11,,18.198198,,,12.54,1.6108453,6.434,,0.0,0.32827,0.478,0.091,0.0762,,6.03,12569420800,,,0.011039999,0.100360006,,
VMAR,Vision Marine Technologies Inc.,Consumer Cyclical,Recreational Vehicles,2.0,1,,-0.040774,3.7,-1.83,-0.44,,-8.113636,,1.237,2.8860145,5.887,-2.086,-2.8217099,-2.9867098,,-0.355,,0.0,,40663104,-6914139,28.076,-0.43927,-1.03814,0.592,1.537
VMC,Vulcan Materials Company (Holdi,Basic Materials,Building Materials,2.0,21,7,0.781087,222.5,4.67,8.12,47.915417,27.557266,1.54,54.196,4.1288104,4.475,18.839,0.23751,0.09573,0.642,0.081,0.0077,0.3018,0.92,33925822464,458975008,62.345,0.05234,0.10536,1.672,2.576
VMCA,Valuence Merger Corp. I,Financial Services,Shell Companies,,,,,10.84,0.1,,108.0,,,-0.346,,,,0.0,0.0,,,,0.0,,296859360,,,,,,
VMD,"Viemed Healthcare, Inc.",Healthcare,Medical Devices,2.0,1,6,0.925501,8.02,0.16,0.44,49.93875,18.159546,,2.721,2.936494,2.012,10.919,0.18423,0.04701,2.0,0.3,,0.0,,314086400,15763125,15.635,0.04859,0.07424,0.923,1.139
VMEO,"Vimeo, Inc.",Technology,Software—Application,2.3,5,9,1.946747,3.92,-0.33,-0.1,,-39.55,,2.115,1.8699763,0.97,-34.371,-0.028210001,-0.05096,,-0.082,,0.0,,406442848,24221250,3.995,-0.01857,-0.06082,1.336,1.413
VMI,"Valmont Industries, Inc.",Industrials,Conglomerates,1.9,6,1,1.087287,243.92,12.19,17.24,20.061527,14.185035,1.55,76.726,3.187316,1.414,10.676,0.13246,0.06371,0.193,-0.079,0.0099,0.17879999,0.99,6134121984,305528384,66.906,0.08172,0.1708,1.298,2.405
VMO,Invesco Municipal Opportunity T,Financial Services,Asset Management,1.0,,,0.432629,9.2,-1.66,,,,,10.602,0.866346,19.75,,0.0,-2.06336,,0.008,0.05,,5.23,1073192384,25363520,66.386,0.022060001,-0.14207,2.151,2.151
VMW,"Vmware, Inc.",Technology,Software—Infrastructure,2.8,6,3,0.84967,155.78,3.05,7.9,51.07541,19.718987,2.08,4.345,35.852707,5.314,26.305,0.20201,0.09571999,-0.088,0.061,,0.0,,71943798784,4922375168,613.337,0.04603,1.78022,0.777,0.822
VNCE,Vince Holding Corp.,Consumer Cyclical,Apparel Manufacturing,,,,1.544163,2.7,-2.45,-0.35,,-7.714286,,1.641,1.6453382,0.657,-17.102,-0.038399998,-0.09197,,-0.183,,0.0,,225338016,8750125,947.441,-0.04344,-0.90559995,0.198,1.136
VNDA,Vanda Pharmaceuticals Inc.,Healthcare,Biotechnology,3.0,1,4,0.677866,5.78,0.28,-0.17,20.732141,-34.147057,,9.39,0.6182108,-0.615,-11.935,0.05155,0.06252,-0.419,-0.285,,0.0,,-146642928,34173248,1.909,0.0096700005,0.02843,5.984,6.104
VNET,"VNET Group, Inc.",Technology,Information Technology Services,2.5,11,,-0.175961,2.96,-0.77,-0.56,,-5.553571,-6.93,45.429,0.06845847,1.908,7.583,0.25165,-0.10855,1.333,0.097,,0.0,,13788822528,-1008791360,219.614,0.00324,-0.1009,0.479,0.747
VNO,Vornado Realty Trust,Real Estate,REIT—Office,3.5,10,6,1.468998,21.41,-2.3,-0.06,,-353.33334,5.15,23.892,0.8873263,10.057,42.329,0.23758,-0.27426,-0.079,0.063,,,6.04,13635014656,115810128,140.115,-0.00575,-0.06323,4.402,5.024
VNOM,Viper Energy Partners LP,Energy,Oil & Gas Midstream,1.9,11,,1.898856,27.92,2.25,1.85,12.591111,15.313513,0.42,9.357,3.0276797,5.973,6.412,0.93152,0.23089,-0.045,-0.361,0.0584,0.9507,7.44,4282651904,295556992,28.406,0.11391,0.22978,3.498,3.768
VNRX,VolitionRX Limited,Healthcare,Diagnostics & Research,2.3,4,,,1.19,-0.47,-0.44,,-2.8636363,,-0.044,,,,0.0,0.0,,,,0.0,,75085152,,,,,,
VNT,Vontier Corporation,Technology,Scientific & Technical Instruments,2.5,9,1,1.268021,29.47,1.52,3.16,19.407894,9.335443,2.77,4.505,6.5482793,2.124,9.731,0.21823,0.09307,1.988,-0.015,0.0034,0.052399997,,6796838912,445162496,352.98,0.085310005,0.49481,0.881,1.508
VOC,VOC Energy Trust Units of Benef,Energy,Oil & Gas E&P,,,,,8.52,1.25,,6.808,,,0.838,10.155131,6.448,,0.0,0.9207,-0.179,-0.185,0.120799996,1.0,14.92,143471760,,,0.86592,1.3854699,,
VOD,Vodafone Group Plc,Communication Services,Telecom Services,1.7,3,2,0.581756,9.08,4.72,0.76,1.9279662,11.973685,,11.745,0.7747978,2.216,8.605,0.25747,0.259,8.21,-0.014,0.1047,0.21079999,7.21,101266128896,4704750080,105.915,0.01802,0.20295,0.771,0.887
VOR,Vor Biopharma Inc.,Healthcare,Biotechnology,1.7,9,8,-0.850019,2.92,-1.85,-1.83,,-1.6229508,,3.032,0.97955143,,-0.442,0.0,0.0,,,,0.0,,47820944,-46542752,18.347,-0.29285,-0.55932,14.697,15.05
VOXR,Vox Royalty Corp.,Basic Materials,Other Precious Metals & Mining,,,,0.323784,2.06,0.0,,Infinity,,,0.856,2.4123833,8.016,21.029,0.38117,-0.05356,,0.267,0.022,,,88849312,5764146,,0.024130002,-0.0156,5.303,5.398
VOXX,VOXX International Corporation,Technology,Consumer Electronics,2.0,2,,1.426394,7.85,-1.35,-0.81,,-9.691358,-0.73,14.2,0.5528169,0.339,-18.584,-0.018229999,-0.06339,,-0.131,,0.0,,175269680,-1432875,13.548,-0.025039999,-0.1117,0.456,1.721
VOYA,"Voya Financial, Inc.",Financial Services,Financial Conglomerates,2.0,14,5,1.148597,70.94,4.47,9.17,15.927048,7.763784,0.59,34.97,2.0358565,1.765,13.495,0.1308,0.093210004,1.474,0.228,0.0223,0.1509,0.84,11646040064,1309750016,71.075,0.0033399998,0.0925,1.094,10.72
VPG,"Vishay Precision Group, Inc.",Technology,Scientific & Technical Instruments,1.7,3,7,1.292344,34.96,2.63,2.57,13.38403,13.696499,0.98,23.64,1.4890018,1.26,7.385,0.17056999,0.09332,-0.239,0.025,,0.0,,460999712,20754376,26.07,0.06303,0.113079995,2.598,4.317
VPV,Invesco Pennsylvania Value Muni,Financial Services,Asset Management,,,,0.370626,9.6,-1.62,,,,,11.477,0.83732677,22.308,,0.0,-2.1383,,-0.01,0.044,,5.03,403612160,7713402,64.33,0.01985,-0.12945,8.421,8.421
VQS,VIQ Solutions Inc.,Technology,Software—Application,,,,,0.259,-0.3,,,,,0.451,0.59844786,,,0.0,0.0,,,,0.0,,8904972,,,,,,
VRA,"Vera Bradley, Inc.",Consumer Cyclical,Footwear & Accessories,2.0,2,5,2.046761,6.7,-1.86,0.72,,9.277777,0.66,7.976,0.83751255,0.561,59.192,0.00947,-0.115839995,,-0.042,,0.0,,277964832,21802500,37.309,-0.01035,-0.26346,0.816,3.404
VRAR,"The Glimpse Group, Inc.",Technology,Software—Infrastructure,2.0,,,1.634698,3.02,-0.77,-0.39,,-7.794872,,1.954,1.555783,2.927,-4.159,-0.70365,-0.78609,,0.789,,0.0,,38269552,2772662,3.288,-0.17296,-0.36071,1.331,1.442
VRAX,Virax Biolabs Group Limited,Healthcare,Biotechnology,,1,,,0.3527,-0.5,-0.19,,-1.9342105,,0.587,0.6260647,-370.05,,0.0,0.0,,,,0.0,,-3168000,-2710975,1.643,-0.72669,-1.4162601,10.35,10.605
VRCA,Verrica Pharmaceuticals Inc.,Healthcare,Biotechnology,1.8,6,9,1.985452,4.86,-0.4,-1.02,,-4.7696075,0.05,1.324,3.6744711,18.082,-6.782,-2.6662798,-2.72229,,-0.15,,0.0,,155616448,34697500,2.489,-0.23351,-0.6532,9.652,9.907
VRDN,"Viridian Therapeutics, Inc.",Healthcare,Biotechnology,1.6,16,10,0.923796,19.44,-4.59,-4.89,,-3.9795501,,4.154,4.6846414,450.164,-3.148,0.0,0.0,,-0.719,,0.0,,661741248,-94625752,2.195,-0.505,-0.86467004,11.669,12.085
VRE,"Veris Residential, Inc.",Real Estate,REIT—Residential,2.4,5,1,1.160374,18.0,-0.56,-0.24,,-75.25,0.43,13.012,1.3879496,9.678,20.89,0.46327,-0.29996002,,0.265,,0.0,,3766883584,474715744,166.853,0.00945,-0.05155,3.648,5.324
VREX,Varex Imaging Corporation,Healthcare,Medical Devices,1.7,4,1,0.782126,19.77,0.69,1.47,28.710144,13.47619,3.61,13.16,1.5053191,1.259,10.463,0.120349996,0.03276,0.042,0.083,,0.0,,1130008064,48700000,86.236,0.03974,0.05573,1.988,4.026
VRM,"Vroom, Inc.",Consumer Cyclical,Auto & Truck Dealerships,2.9,5,8,2.201838,1.255,-1.62,-2.01,,-0.61616915,0.04,2.422,0.51135427,1.082,-4.823,-0.2243,-0.17267,,-0.526,,0.0,,1050741696,254224880,331.113,-0.086940005,-0.40256,0.835,1.333
VRME,"VerifyMe, Inc.",Industrials,Security & Protection Services,1.5,2,,0.825424,1.16,-1.72,-0.24,,-4.6875,,1.256,0.89570063,0.454,-5.314,-0.08550999,-0.11233,,0.186,,0.0,,11776730,189625,24.195,-0.11354,-0.22437,1.268,1.364
VRNA,Verona Pharma plc,Healthcare,Biotechnology,1.4,7,,0.180117,17.9,-0.89,-1.1,,-16.327272,,3.436,5.227008,2606.849,-20.438,0.0,0.0,,,,0.0,,1193936768,-38352248,7.482,-0.16086,-0.26902,25.653,26.288
VRNS,"Varonis Systems, Inc.",Technology,Software—Infrastructure,2.5,20,5,0.894354,30.31,-1.06,0.26,,115.61539,3.0,4.286,7.0135326,5.899,-27.298,-0.2161,-0.23833,,0.036,,0.0,,2882665728,108719504,66.489,-0.07085,-0.2336,3.366,3.554
VRNT,Verint Systems Inc.,Technology,Software—Infrastructure,1.9,7,7,0.92726,34.17,-0.04,2.96,,11.391892,1.32,12.77,2.6405637,3.139,22.024,0.14251,0.01988,,-0.006,,0.0,,2827546624,116180128,36.236,0.02296,0.014789999,1.112,1.262
VRPX,"Virpax Pharmaceuticals, Inc.",Healthcare,Biotechnology,2.0,,,,0.861,-1.42,-1.81,,-0.49723756,,1.415,0.6360424,,,0.0,0.0,,,,0.0,,10471398,,,,,,
